ticker,asof_date,expiration,underlying_close,strike,atm_iv
AAPL,2023-12-05,2023-12-15,193.4199981689453,193.0,0.1594047787147807
AAPL,2023-12-05,2024-01-05,193.4199981689453,193.0,0.1454502532767865
AAPL,2023-12-05,2024-02-09,193.4199981689453,193.0,0.1181443679496623
AAPL,2023-12-11,2023-12-22,193.17999267578125,193.0,0.1371157174874121
AAPL,2023-12-11,2024-01-12,193.17999267578125,193.0,0.1400099747546792
AAPL,2023-12-11,2024-02-09,193.17999267578125,193.0,0.1563868185677221
AAPL,2023-12-12,2023-12-22,194.7100067138672,195.0,0.1463690575565111
AAPL,2023-12-12,2024-01-12,194.7100067138672,195.0,0.1340261615544533
AAPL,2023-12-12,2024-02-16,194.7100067138672,195.0,0.161118866290006
AAPL,2023-12-18,2023-12-29,195.88999938964844,196.0,0.1266349086905451
AAPL,2023-12-18,2024-01-19,195.88999938964844,196.0,0.1107650610368132
AAPL,2023-12-18,2024-02-16,195.88999938964844,196.0,0.1361716082586963
AAPL,2023-12-19,2023-12-29,196.94000244140625,197.0,0.1511251216877817
AAPL,2023-12-19,2024-01-19,196.94000244140625,197.0,0.1305998943511418
AAPL,2023-12-19,2024-02-23,196.94000244140625,197.0,0.1681828447505663
AAPL,2023-12-26,2024-01-05,193.0500030517578,193.0,0.1225303863546226
AAPL,2023-12-26,2024-01-26,193.0500030517578,193.0,0.1395269949994717
AAPL,2023-12-26,2024-03-01,193.0500030517578,193.0,0.1639958461978982
AAPL,2023-12-27,2024-01-05,193.1499938964844,193.0,0.158604427997543
AAPL,2023-12-27,2024-01-26,193.1499938964844,193.0,0.1501282254903376
AAPL,2023-12-27,2024-03-01,193.1499938964844,193.0,0.1377545732188976
AAPL,2024-01-02,2024-01-12,185.63999938964844,186.0,0.17198667410588
AAPL,2024-01-02,2024-02-02,185.63999938964844,186.0,0.2139486358816916
AAPL,2024-01-02,2024-03-08,185.63999938964844,186.0,0.203659635916981
AAPL,2024-01-03,2024-01-12,184.25,184.0,0.21386158603221
AAPL,2024-01-03,2024-02-02,184.25,184.0,0.1835660993863519
AAPL,2024-01-03,2024-03-08,184.25,184.0,0.2195332543332467
AAPL,2024-01-08,2024-01-19,185.55999755859375,186.0,0.1920712028564397
AAPL,2024-01-08,2024-02-09,185.55999755859375,186.0,0.1797488409109451
AAPL,2024-01-08,2024-03-08,185.55999755859375,186.0,0.1885368288668572
AAPL,2024-01-09,2024-01-19,185.13999938964844,185.0,0.1608354758874125
AAPL,2024-01-09,2024-02-09,185.13999938964844,185.0,0.1713418331012781
AAPL,2024-01-09,2024-03-15,185.13999938964844,185.0,0.2192627609163331
AAPL,2024-01-16,2024-01-26,183.6300048828125,184.0,0.1846067003343773
AAPL,2024-01-16,2024-02-16,183.6300048828125,184.0,0.1846397828192085
AAPL,2024-01-16,2024-03-22,183.6300048828125,184.0,0.1930939493617143
AAPL,2024-01-17,2024-01-26,182.67999267578125,183.0,0.1319393126966695
AAPL,2024-01-17,2024-02-16,182.67999267578125,183.0,0.1863850278157912
AAPL,2024-01-17,2024-03-22,182.67999267578125,183.0,0.1191638737006708
AAPL,2024-01-22,2024-02-02,193.88999938964844,194.0,0.2435616879999652
AAPL,2024-01-22,2024-02-23,193.88999938964844,194.0,0.2286713559451496
AAPL,2024-01-22,2024-03-22,193.88999938964844,194.0,0.2268894963459024
AAPL,2024-01-23,2024-02-02,195.17999267578125,195.0,0.2204386855788541
AAPL,2024-01-23,2024-02-23,195.17999267578125,195.0,0.2244651041179425
AAPL,2024-01-23,2024-03-29,195.17999267578125,195.0,0.2198982025142598
AAPL,2024-01-29,2024-02-09,191.72999572753903,192.0,0.2580813393375663
AAPL,2024-01-29,2024-03-01,191.72999572753903,192.0,0.2166518432180452
AAPL,2024-01-29,2024-03-29,191.72999572753903,192.0,0.2503064996580336
AAPL,2024-01-30,2024-02-09,188.0399932861328,188.0,0.2130601991048361
AAPL,2024-01-30,2024-03-01,188.0399932861328,188.0,0.2211835154807235
AAPL,2024-01-30,2024-04-05,188.0399932861328,188.0,0.2678937055127801
AAPL,2024-02-05,2024-02-16,187.67999267578125,188.0,0.2179886914947425
AAPL,2024-02-05,2024-03-08,187.67999267578125,188.0,0.2151132760294103
AAPL,2024-02-05,2024-04-05,187.67999267578125,188.0,0.2105518427503807
AAPL,2024-02-06,2024-02-16,189.3000030517578,189.0,0.2371341532088562
AAPL,2024-02-06,2024-03-08,189.3000030517578,189.0,0.1943917666891108
AAPL,2024-02-06,2024-04-12,189.3000030517578,189.0,0.213252709388441
AAPL,2024-02-12,2024-02-23,187.1499938964844,187.0,0.1881917753100896
AAPL,2024-02-12,2024-03-15,187.1499938964844,187.0,0.1866833905267418
AAPL,2024-02-12,2024-04-12,187.1499938964844,187.0,0.2121063391498874
AAPL,2024-02-13,2024-02-23,185.0399932861328,185.0,0.208340022969755
AAPL,2024-02-13,2024-03-15,185.0399932861328,185.0,0.2268249957722829
AAPL,2024-02-13,2024-04-19,185.0399932861328,185.0,0.2007393562602354
AAPL,2024-02-20,2024-03-01,181.55999755859375,182.0,0.1473062250000572
AAPL,2024-02-20,2024-03-22,181.55999755859375,182.0,0.096618088212402
AAPL,2024-02-20,2024-04-26,181.55999755859375,182.0,0.1334173869598392
AAPL,2024-02-21,2024-03-01,182.32000732421875,182.0,0.1180951034820593
AAPL,2024-02-21,2024-03-22,182.32000732421875,182.0,0.1249698110132592
AAPL,2024-02-21,2024-04-26,182.32000732421875,182.0,0.1475576218419047
AAPL,2024-02-26,2024-03-08,181.16000366210935,181.0,0.1302896397843542
AAPL,2024-02-26,2024-03-29,181.16000366210935,181.0,0.1197194005373624
AAPL,2024-02-26,2024-04-26,181.16000366210935,181.0,0.1630503561696154
AAPL,2024-02-27,2024-03-08,182.6300048828125,183.0,0.1414857506596788
AAPL,2024-02-27,2024-03-29,182.6300048828125,183.0,0.1534903455314273
AAPL,2024-02-27,2024-05-03,182.6300048828125,183.0,0.1323007138980198
AAPL,2024-03-04,2024-03-15,175.10000610351562,175.0,0.163086201807801
AAPL,2024-03-04,2024-04-05,175.10000610351562,175.0,0.1586064142599243
AAPL,2024-03-04,2024-05-03,175.10000610351562,175.0,0.1161076488493253
AAPL,2024-03-05,2024-03-15,170.1199951171875,170.0,0.1557451251901584
AAPL,2024-03-05,2024-04-05,170.1199951171875,170.0,0.1884772019717356
AAPL,2024-03-05,2024-05-10,170.1199951171875,170.0,0.1568637069157169
AAPL,2024-03-11,2024-03-22,172.75,173.0,0.1730408827313182
AAPL,2024-03-11,2024-04-12,172.75,173.0,0.1503762936352335
AAPL,2024-03-11,2024-05-10,172.75,173.0,0.132767327274934
AAPL,2024-03-12,2024-03-22,173.22999572753906,173.0,0.1666364478435121
AAPL,2024-03-12,2024-04-12,173.22999572753906,173.0,0.1753838778649752
AAPL,2024-03-12,2024-05-17,173.22999572753906,173.0,0.1145189664105917
AAPL,2024-03-18,2024-03-29,173.72000122070312,174.0,0.1702354441881509
AAPL,2024-03-18,2024-04-19,173.72000122070312,174.0,0.1557049418140851
AAPL,2024-03-18,2024-05-17,173.72000122070312,174.0,0.2182758062579925
AAPL,2024-03-19,2024-03-29,176.0800018310547,176.0,0.1811290914226658
AAPL,2024-03-19,2024-04-19,176.0800018310547,176.0,0.1859437557734825
AAPL,2024-03-19,2024-05-24,176.0800018310547,176.0,0.1843947962167586
AAPL,2024-03-25,2024-04-05,170.85000610351562,171.0,0.2131195035132983
AAPL,2024-03-25,2024-04-26,170.85000610351562,171.0,0.2167531641086831
AAPL,2024-03-25,2024-05-24,170.85000610351562,171.0,0.2266809252977238
AAPL,2024-03-26,2024-04-05,169.7100067138672,170.0,0.2836213036240869
AAPL,2024-03-26,2024-04-26,169.7100067138672,170.0,0.2308199498392795
AAPL,2024-03-26,2024-05-31,169.7100067138672,170.0,0.2404216599627107
AAPL,2024-04-01,2024-04-12,170.02999877929688,170.0,0.2604290957282213
AAPL,2024-04-01,2024-05-03,170.02999877929688,170.0,0.2582971254132777
AAPL,2024-04-01,2024-05-31,170.02999877929688,170.0,0.2428691738971267
AAPL,2024-04-02,2024-04-12,168.83999633789062,169.0,0.2898325227149516
AAPL,2024-04-02,2024-05-03,168.83999633789062,169.0,0.2391723088437144
AAPL,2024-04-02,2024-06-07,168.83999633789062,169.0,0.2363964602408672
AAPL,2024-04-08,2024-04-19,168.4499969482422,168.0,0.2234485131167261
AAPL,2024-04-08,2024-05-10,168.4499969482422,168.0,0.189963407175232
AAPL,2024-04-08,2024-06-07,168.4499969482422,168.0,0.2142777178092849
AAPL,2024-04-09,2024-04-19,169.6699981689453,170.0,0.230401366689903
AAPL,2024-04-09,2024-05-10,169.6699981689453,170.0,0.2122063278124114
AAPL,2024-04-09,2024-06-14,169.6699981689453,170.0,0.1910053037644615
AAPL,2024-04-15,2024-04-26,172.69000244140625,173.0,0.2466659793039801
AAPL,2024-04-15,2024-05-17,172.69000244140625,173.0,0.2488490619398105
AAPL,2024-04-15,2024-06-14,172.69000244140625,173.0,0.2472424311280712
AAPL,2024-04-16,2024-04-26,169.3800048828125,169.0,0.2692132357216192
AAPL,2024-04-16,2024-05-17,169.3800048828125,169.0,0.2877224349142321
AAPL,2024-04-16,2024-06-21,169.3800048828125,169.0,0.2847821223745127
AAPL,2024-04-22,2024-05-03,165.83999633789062,166.0,0.2330530753272391
AAPL,2024-04-22,2024-05-24,165.83999633789062,166.0,0.2323392353246952
AAPL,2024-04-22,2024-06-21,165.83999633789062,166.0,0.200929367060642
AAPL,2024-04-23,2024-05-03,166.89999389648438,167.0,0.2227974516824663
AAPL,2024-04-23,2024-05-24,166.89999389648438,167.0,0.2046401739594099
AAPL,2024-04-23,2024-06-28,166.89999389648438,167.0,0.2058190700933186
AAPL,2024-04-29,2024-05-10,173.5,174.0,0.2331969628897625
AAPL,2024-04-29,2024-05-31,173.5,174.0,0.2185626907816966
AAPL,2024-04-29,2024-06-28,173.5,174.0,0.1848084751883846
AAPL,2024-04-30,2024-05-10,170.3300018310547,170.0,0.2486263110136684
AAPL,2024-04-30,2024-05-31,170.3300018310547,170.0,0.2205738014021151
AAPL,2024-04-30,2024-07-05,170.3300018310547,170.0,0.2569081015774265
AAPL,2024-05-06,2024-05-17,181.7100067138672,182.0,0.3129741329867448
AAPL,2024-05-06,2024-06-07,181.7100067138672,182.0,0.3150449404094643
AAPL,2024-05-06,2024-07-05,181.7100067138672,182.0,0.3049514567414084
AAPL,2024-05-07,2024-05-17,182.3999938964844,182.0,0.3400680194723137
AAPL,2024-05-07,2024-06-07,182.3999938964844,182.0,0.3247618467613997
AAPL,2024-05-07,2024-07-12,182.3999938964844,182.0,0.3462996025831673
AAPL,2024-05-13,2024-05-24,186.27999877929688,186.0,0.2596731512136858
AAPL,2024-05-13,2024-06-14,186.27999877929688,186.0,0.2929272547627095
AAPL,2024-05-13,2024-07-12,186.27999877929688,186.0,0.3140517955503564
AAPL,2024-05-14,2024-05-24,187.42999267578125,187.0,0.2999416407106489
AAPL,2024-05-14,2024-06-14,187.42999267578125,187.0,0.277459312531876
AAPL,2024-05-14,2024-07-19,187.42999267578125,187.0,0.2809464627221186
AAPL,2024-05-20,2024-05-31,191.0399932861328,191.0,0.2754634201412733
AAPL,2024-05-20,2024-06-21,191.0399932861328,191.0,0.232698263747881
AAPL,2024-05-20,2024-07-19,191.0399932861328,191.0,0.2421990966709876
AAPL,2024-05-21,2024-05-31,192.3500061035156,192.0,0.2485323294199297
AAPL,2024-05-21,2024-06-21,192.3500061035156,192.0,0.2720880540762989
AAPL,2024-05-21,2024-07-26,192.3500061035156,192.0,0.2742578459301549
AAPL,2024-05-28,2024-06-07,189.9900054931641,190.0,0.2844327968857114
AAPL,2024-05-28,2024-06-28,189.9900054931641,190.0,0.277293278817288
AAPL,2024-05-28,2024-08-02,189.9900054931641,190.0,0.291930200488508
AAPL,2024-05-29,2024-06-07,190.2899932861328,190.0,0.2479053009500252
AAPL,2024-05-29,2024-06-28,190.2899932861328,190.0,0.2439167029258573
AAPL,2024-05-29,2024-08-02,190.2899932861328,190.0,0.2717433850272167
AAPL,2024-06-03,2024-06-14,194.02999877929688,194.0,0.2549260611058543
AAPL,2024-06-03,2024-07-05,194.02999877929688,194.0,0.2373487620475459
AAPL,2024-06-03,2024-08-02,194.02999877929688,194.0,0.2373449364194741
AAPL,2024-06-04,2024-06-14,194.3500061035156,194.0,0.1468329586999153
AAPL,2024-06-04,2024-07-05,194.3500061035156,194.0,0.1684028419132557
AAPL,2024-06-04,2024-08-09,194.3500061035156,194.0,0.1107259622222442
AAPL,2024-06-10,2024-06-21,193.1199951171875,193.0,0.1448974826363036
AAPL,2024-06-10,2024-07-12,193.1199951171875,193.0,0.1630044726674823
AAPL,2024-06-10,2024-08-09,193.1199951171875,193.0,0.1782007987219615
AAPL,2024-06-11,2024-06-21,207.1499938964844,207.5,0.2529833642772542
AAPL,2024-06-11,2024-07-12,207.1499938964844,207.5,0.2907676297333825
AAPL,2024-06-11,2024-08-16,207.1499938964844,207.5,0.2893829195922057
AAPL,2024-06-17,2024-06-28,216.6699981689453,217.5,0.3006965779777334
AAPL,2024-06-17,2024-07-19,216.6699981689453,217.5,0.2973892917592287
AAPL,2024-06-17,2024-08-16,216.6699981689453,217.5,0.2877145557513119
AAPL,2024-06-18,2024-06-28,214.2899932861328,215.0,0.3176062737258779
AAPL,2024-06-18,2024-07-19,214.2899932861328,215.0,0.2952813864958684
AAPL,2024-06-18,2024-08-23,214.2899932861328,215.0,0.3241408852271526
AAPL,2024-06-24,2024-07-05,208.13999938964844,207.5,0.3118298251268713
AAPL,2024-06-24,2024-07-26,208.13999938964844,207.5,0.3373453376731896
AAPL,2024-06-24,2024-08-23,208.13999938964844,207.5,0.3242264860881799
AAPL,2024-06-25,2024-07-05,209.07000732421875,210.0,0.304097977639415
AAPL,2024-06-25,2024-07-26,209.07000732421875,210.0,0.2848401655488516
AAPL,2024-06-25,2024-08-30,209.07000732421875,210.0,0.3127064658854482
AAPL,2024-07-01,2024-07-12,216.75,217.5,0.3329097740503823
AAPL,2024-07-01,2024-08-02,216.75,217.5,0.3229530157251514
AAPL,2024-07-01,2024-08-30,216.75,217.5,0.3358038878022388
AAPL,2024-07-02,2024-07-12,220.27000427246097,220.0,0.3435548312001903
AAPL,2024-07-02,2024-08-02,220.27000427246097,220.0,0.3348909129861732
AAPL,2024-07-02,2024-09-06,220.27000427246097,220.0,0.3189463149295807
AAPL,2024-07-08,2024-07-19,227.82000732421875,227.5,0.3397999019538669
AAPL,2024-07-08,2024-08-09,227.82000732421875,227.5,0.3304229606294401
AAPL,2024-07-08,2024-09-06,227.82000732421875,227.5,0.3363465653977915
AAPL,2024-07-09,2024-07-19,228.67999267578125,227.5,0.3379092109996984
AAPL,2024-07-09,2024-08-09,228.67999267578125,227.5,0.3457719650428635
AAPL,2024-07-09,2024-09-13,228.67999267578125,227.5,0.3601159948357977
AAPL,2024-07-15,2024-07-26,234.3999938964844,235.0,0.2670529069809338
AAPL,2024-07-15,2024-08-16,234.3999938964844,235.0,0.2202260776060819
AAPL,2024-07-15,2024-09-13,234.3999938964844,235.0,0.2551769516353968
AAPL,2024-07-16,2024-07-26,234.82000732421875,235.0,0.2239394822610095
AAPL,2024-07-16,2024-08-16,234.82000732421875,235.0,0.2690170613945646
AAPL,2024-07-16,2024-09-20,234.82000732421875,235.0,0.1945989757045911
AAPL,2024-07-22,2024-08-02,223.9600067138672,225.0,0.2642121494160174
AAPL,2024-07-22,2024-08-23,223.9600067138672,225.0,0.2598753570426808
AAPL,2024-07-22,2024-09-20,223.9600067138672,225.0,0.2394257048989443
AAPL,2024-07-23,2024-08-02,225.0099945068359,225.0,0.2481297091550727
AAPL,2024-07-23,2024-08-23,225.0099945068359,225.0,0.2421194999666981
AAPL,2024-07-23,2024-09-27,225.0099945068359,225.0,0.2175469531342127
AAPL,2024-07-29,2024-08-09,218.2400054931641,217.5,0.2596008593216384
AAPL,2024-07-29,2024-08-30,218.2400054931641,217.5,0.2517737292500279
AAPL,2024-07-29,2024-09-27,218.2400054931641,217.5,0.265877921738817
AAPL,2024-07-30,2024-08-09,218.8000030517578,220.0,0.2389580182198737
AAPL,2024-07-30,2024-08-30,218.8000030517578,220.0,0.2277556375575491
AAPL,2024-07-30,2024-10-04,218.8000030517578,220.0,0.2569272007669888
AAPL,2024-08-05,2024-08-16,209.27000427246097,210.0,0.2686436636780915
AAPL,2024-08-05,2024-09-06,209.27000427246097,210.0,0.3204029629589919
AAPL,2024-08-05,2024-10-04,209.27000427246097,210.0,0.2879249364092545
AAPL,2024-08-06,2024-08-16,207.22999572753903,207.5,0.2558583382309917
AAPL,2024-08-06,2024-09-06,207.22999572753903,207.5,0.2881967517720729
AAPL,2024-08-06,2024-10-11,207.22999572753903,207.5,0.2700812217428279
AAPL,2024-08-12,2024-08-23,217.52999877929688,217.5,0.2760353980778226
AAPL,2024-08-12,2024-09-13,217.52999877929688,217.5,0.3106496998201486
AAPL,2024-08-12,2024-10-11,217.52999877929688,217.5,0.2981625283562744
AAPL,2024-08-13,2024-08-23,221.27000427246097,222.5,0.2957220803663967
AAPL,2024-08-13,2024-09-13,221.27000427246097,222.5,0.2672061662541067
AAPL,2024-08-13,2024-10-18,221.27000427246097,222.5,0.2659689023704013
AAPL,2024-08-19,2024-08-30,225.88999938964844,225.0,0.2957166045191723
AAPL,2024-08-19,2024-09-20,225.88999938964844,225.0,0.2523442399028536
AAPL,2024-08-19,2024-10-18,225.88999938964844,225.0,0.2845827628500286
AAPL,2024-08-20,2024-08-30,226.5099945068359,227.5,0.2664170711859497
AAPL,2024-08-20,2024-09-20,226.5099945068359,227.5,0.296151833237779
AAPL,2024-08-20,2024-10-25,226.5099945068359,227.5,0.2720382927836614
AAPL,2024-08-26,2024-09-06,227.17999267578125,227.5,0.2056394670658449
AAPL,2024-08-26,2024-09-27,227.17999267578125,227.5,0.2017502361243204
AAPL,2024-08-26,2024-10-25,227.17999267578125,227.5,0.2381552596469203
AAPL,2024-08-27,2024-09-06,228.02999877929688,227.5,0.2424436008872915
AAPL,2024-08-27,2024-09-27,228.02999877929688,227.5,0.2738526766109962
AAPL,2024-08-27,2024-11-01,228.02999877929688,227.5,0.2567223260923315
AAPL,2024-09-03,2024-09-13,222.77000427246097,222.5,0.2384584550086032
AAPL,2024-09-03,2024-10-04,222.77000427246097,222.5,0.2317654652374892
AAPL,2024-09-03,2024-11-08,222.77000427246097,222.5,0.2539828413775298
AAPL,2024-09-04,2024-09-13,220.8500061035156,220.0,0.1887175658546853
AAPL,2024-09-04,2024-10-04,220.8500061035156,220.0,0.208982161429385
AAPL,2024-09-04,2024-11-08,220.8500061035156,220.0,0.1701723722832341
AAPL,2024-09-09,2024-09-20,220.91000366210935,220.0,0.1286798863648104
AAPL,2024-09-09,2024-10-11,220.91000366210935,220.0,0.1762077878269728
AAPL,2024-09-09,2024-11-08,220.91000366210935,220.0,0.1673274798927926
AAPL,2024-09-10,2024-09-20,220.11000061035156,220.0,0.1279878493994212
AAPL,2024-09-10,2024-10-11,220.11000061035156,220.0,0.1636671569927841
AAPL,2024-09-10,2024-11-15,220.11000061035156,220.0,0.1610461765223307
AAPL,2024-09-16,2024-09-27,216.32000732421875,217.5,0.138246349666515
AAPL,2024-09-16,2024-10-18,216.32000732421875,217.5,0.1623968989066313
AAPL,2024-09-16,2024-11-15,216.32000732421875,217.5,0.1632489115486472
AAPL,2024-09-17,2024-09-27,216.7899932861328,217.5,0.1525717923112665
AAPL,2024-09-17,2024-10-18,216.7899932861328,217.5,0.2041190582157874
AAPL,2024-09-17,2024-11-22,216.7899932861328,217.5,0.1666516035895628
AAPL,2024-09-23,2024-10-04,226.47000122070312,227.5,0.2157600321766092
AAPL,2024-09-23,2024-10-25,226.47000122070312,227.5,0.2541597349901623
AAPL,2024-09-23,2024-11-22,226.47000122070312,227.5,0.1960720570810823
AAPL,2024-09-24,2024-10-04,227.3699951171875,227.5,0.2628813218466319
AAPL,2024-09-24,2024-10-25,227.3699951171875,227.5,0.2411453859724057
AAPL,2024-09-24,2024-11-29,227.3699951171875,227.5,0.2016392314611302
AAPL,2024-09-30,2024-10-11,233.0,232.5,0.2268468079983726
AAPL,2024-09-30,2024-11-01,233.0,232.5,0.2388887946277317
AAPL,2024-09-30,2024-11-29,233.0,232.5,0.2398691861040336
AAPL,2024-10-01,2024-10-11,226.2100067138672,225.0,0.233864905656258
AAPL,2024-10-01,2024-11-01,226.2100067138672,225.0,0.2680570238383356
AAPL,2024-10-01,2024-12-06,226.2100067138672,225.0,0.2465364457440439
AAPL,2024-10-07,2024-10-18,221.69000244140625,222.5,0.2468641329805084
AAPL,2024-10-07,2024-11-08,221.69000244140625,222.5,0.2372207678175575
AAPL,2024-10-07,2024-12-06,221.69000244140625,222.5,0.2444762641463931
AAPL,2024-10-08,2024-10-18,225.77000427246097,225.0,0.249429351046842
AAPL,2024-10-08,2024-11-08,225.77000427246097,225.0,0.2499389636200609
AAPL,2024-10-08,2024-12-13,225.77000427246097,225.0,0.2541016125646563
AAPL,2024-10-14,2024-10-25,231.3000030517578,232.5,0.2752935614045294
AAPL,2024-10-14,2024-11-15,231.3000030517578,232.5,0.3148335590962704
AAPL,2024-10-14,2024-12-13,231.3000030517578,232.5,0.2331492831721386
AAPL,2024-10-15,2024-10-25,233.8500061035156,235.0,0.2519142770804913
AAPL,2024-10-15,2024-11-15,233.8500061035156,235.0,0.2620476901057145
AAPL,2024-10-15,2024-12-20,233.8500061035156,235.0,0.2182792781112245
AAPL,2024-10-21,2024-11-01,236.47999572753903,237.5,0.2564189610248382
AAPL,2024-10-21,2024-11-22,236.47999572753903,237.5,0.2208598084960674
AAPL,2024-10-21,2024-12-20,236.47999572753903,237.5,0.2171763761084369
AAPL,2024-10-22,2024-11-01,235.86000061035156,235.0,0.2139004136038627
AAPL,2024-10-22,2024-11-22,235.86000061035156,235.0,0.2146998005936758
AAPL,2024-10-22,2024-12-27,235.86000061035156,235.0,0.2099502212406766
AAPL,2024-10-28,2024-11-08,233.3999938964844,232.5,0.2303686514269871
AAPL,2024-10-28,2024-11-29,233.3999938964844,232.5,0.2031124585197341
AAPL,2024-10-28,2024-12-27,233.3999938964844,232.5,0.2429656327678108
AAPL,2024-10-29,2024-11-08,233.6699981689453,232.5,0.2469849400791382
AAPL,2024-10-29,2024-11-29,233.6699981689453,232.5,0.2159103537692127
AAPL,2024-10-29,2025-01-03,233.6699981689453,232.5,0.219518181719178
AAPL,2024-11-04,2024-11-15,222.0099945068359,222.5,0.1723987968943925
AAPL,2024-11-04,2024-12-06,222.0099945068359,222.5,0.2169766697427755
AAPL,2024-11-04,2025-01-03,222.0099945068359,222.5,0.2195299190002738
AAPL,2024-11-05,2024-11-15,223.4499969482422,222.5,0.1989115102233578
AAPL,2024-11-05,2024-12-06,223.4499969482422,222.5,0.1750957492783821
AAPL,2024-11-05,2025-01-10,223.4499969482422,222.5,0.2370438874152048
AAPL,2024-11-11,2024-11-22,224.22999572753903,225.0,0.1739830225359066
AAPL,2024-11-11,2024-12-13,224.22999572753903,225.0,0.1420854915725342
AAPL,2024-11-11,2025-01-10,224.22999572753903,225.0,0.1609444405922745
